n_lanDamento data desDriDao valortipo
"114";"15/06/2022";"Recebimento de parcela";"200.00";"C"
"115";"15/06/2022";"Impostos e taxas";"279.00";"D"
"116";"15/06/2022";"Recebimento de parcela";"335.00";"C"
"117";"15/06/2022";"Venda Ã  vista";"490.00";"C"
"118";"16/06/2022";"Impostos e taxas";"77.00";"D"
"119";"16/06/2022";"Recebimento de parcela";"190.00";"C"
"120";"16/06/2022";"Recebimento de parcela";"325.00";"C"
"121";"17/06/2022";"Venda Ã  vista";"85.00";"C"
"122";"17/06/2022";"Venda Ã  vista";"125.00";"C"
"123";"17/06/2022";"Impostos e taxas";"200.00";"D"
"124";"17/06/2022";"Venda Ã  vista";"285.00";"C"
"125";"17/06/2022";"Pagamento de Fornecedor";"425.00";"D"
"126";"17/06/2022";"Venda Ã  vista";"475.00";"C"
"127";"18/06/2022";"Cafezinho";"25.00";"D"
"128";"18/06/2022";"Recebimento de parcela";"210.00";"C"
"129";"18/06/2022";"Recebimento de parcela";"435.00";"C"
"130";"19/06/2022";"Cafezinho";"28.00";"D"
"131";"19/06/2022";"Impostos e taxas";"64.00";"D"
"132";"19/06/2022";"Venda Ã  vista";"75.00";"C"
"133";"19/06/2022";"Venda Ã  vista";"175.00";"C"
"134";"19/06/2022";"Recebimento de parcela";"480.00";"C"
"135";"19/06/2022";"Recebimento de parcela";"480.00";"C"
"136";"20/06/2022";"Cafezinho";"12.00";"D"
"137";"20/06/2022";"Cafezinho";"17.00";"D"
"138";"20/06/2022";"Cafezinho";"18.00";"D"
"139";"20/06/2022";"Venda Ã  vista";"30.00";"C"
"140";"20/06/2022";"Venda Ã  vista";"125.00";"C"
"141";"20/06/2022";"Venda Ã  vista";"170.00";"C"
"142";"20/06/2022";"Venda Ã  vista";"185.00";"C"
"143";"20/06/2022";"Venda Ã  vista";"285.00";"C"
"144";"20/06/2022";"Recebimento de parcela";"490.00";"C"
"145";"21/06/2022";"Cafezinho";"25.00";"D"
"146";"21/06/2022";"Cafezinho";"25.00";"D"
"147";"21/06/2022";"Venda Ã  vista";"30.00";"C"
"148";"21/06/2022";"Recebimento de parcela";"220.00";"C"
"149";"21/06/2022";"Venda Ã  vista";"250.00";"C"
"150";"21/06/2022";"Venda Ã  vista";"420.00";"C"
"151";"22/06/2022";"Pagamento de Fornecedor";"145.00";"D"
"152";"22/06/2022";"Recebimento de parcela";"195.00";"C"
"153";"22/06/2022";"Recebimento de parcela";"435.00";"C"
"154";"23/06/2022";"Recebimento de parcela";"10.00";"C"
"155";"23/06/2022";"Cafezinho";"13.00";"D"
"156";"23/06/2022";"Pagamento de Fornecedor";"90.00";"D"
"157";"23/06/2022";"Recebimento de parcela";"435.00";"C"
"158";"23/06/2022";"Recebimento de parcela";"440.00";"C"
"159";"23/06/2022";"Venda Ã  vista";"500.00";"C"
"160";"25/08/2022";"Recebimento de Juros";"6.25";"C"
"161";"25/08/2022";"Pagamento de Fornecedor";"10.00";"D"
"162";"25/08/2022";"Recebimento de parcela";"25.00";"C"
"163";"25/08/2022";"Cafezinho";"27.00";"D"
"164";"25/08/2022";"Cafezinho";"27.00";"D"
"165";"25/08/2022";"Venda Ã  vista";"40.00";"C"
"166";"25/08/2022";"Recebimento de parcela";"105.00";"C"
"167";"25/08/2022";"Venda Ã  vista";"145.00";"C"
"168";"25/08/2022";"Venda Ã  vista";"185.00";"C"
"169";"25/08/2022";"Recebimento de parcela";"215.00";"C"
"170";"25/08/2022";"Recebimento de parcela";"245.00";"C"
"171";"25/08/2022";"Venda Ã  vista";"275.00";"C"
"172";"25/08/2022";"Impostos e taxas";"288.00";"D"
"173";"25/08/2022";"Pagamento de Fornecedor";"290.00";"D"
"174";"25/08/2022";"Venda Ã  vista";"295.00";"C"
"175";"25/08/2022";"Venda Ã  vista";"305.00";"C"
"176";"25/08/2022";"Pagamento de Fornecedor";"450.00";"D"
"177";"25/08/2022";"Venda Ã  vista";"470.00";"C"
"178";"25/08/2022";"Venda Ã  vista";"485.00";"C"
"179";"24/06/2022";"Recebimento de Juros";"6.25";"C"
"180";"24/06/2022";"Cafezinho";"14.00";"D"
"181";"24/06/2022";"Recebimento de parcela";"175.00";"C"
"182";"24/06/2022";"Recebimento de parcela";"275.00";"C"
"183";"26/06/2022";"Recebimento de parcela";"30.00";"C"
"184";"26/06/2022";"Venda Ã  vista";"125.00";"C"
"185";"26/06/2022";"Pagamento de Fornecedor";"145.00";"D"
"186";"26/06/2022";"Venda Ã  vista";"160.00";"C"
"187";"26/06/2022";"Impostos e taxas";"162.00";"D"
"188";"26/06/2022";"Venda Ã  vista";"460.00";"C"
"189";"27/06/2022";"Recebimento de parcela";"80.00";"C"
"190";"27/06/2022";"Impostos e taxas";"87.00";"D"
"191";"27/06/2022";"Impostos e taxas";"239.00";"D"
"192";"27/06/2022";"Recebimento de parcela";"245.00";"C"
"193";"27/06/2022";"Recebimento de parcela";"255.00";"C"
"194";"27/06/2022";"Recebimento de parcela";"305.00";"C"
"195";"28/06/2022";"Venda Ã  vista";"30.00";"C"
"196";"28/06/2022";"Recebimento de parcela";"30.00";"C"
"197";"28/06/2022";"Impostos e taxas";"44.00";"D"
"198";"28/06/2022";"Pagamento de Fornecedor";"190.00";"D"
"199";"28/06/2022";"Venda Ã  vista";"380.00";"C"
"200";"28/06/2022";"Venda Ã  vista";"440.00";"C"
"201";"30/06/2022";"Recebimento de parcela";"5.00";"C"
"202";"30/06/2022";"Venda Ã  vista";"175.00";"C"
"203";"30/06/2022";"Venda Ã  vista";"220.00";"C"
"204";"30/06/2022";"Pagamento de Fornecedor";"335.00";"D"
"205";"30/06/2022";"Pagamento de Fornecedor";"340.00";"D"
"206";"30/06/2022";"Recebimento de parcela";"500.00";"C"
"207";"01/07/2022";"Recebimento de Juros";"8.75";"C"
"208";"01/07/2022";"Recebimento de Juros";"8.75";"C"
"209";"01/07/2022";"Cafezinho";"11.00";"D"
"210";"01/07/2022";"Cafezinho";"23.00";"D"
"211";"01/07/2022";"Recebimento de parcela";"140.00";"C"
"212";"01/07/2022";"Venda Ã  vista";"220.00";"C"
"213";"01/07/2022";"Recebimento de parcela";"365.00";"C"
"214";"01/07/2022";"Recebimento de parcela";"395.00";"C"
"215";"02/07/2022";"Venda Ã  vista";"15.00";"C"
"216";"02/07/2022";"Venda Ã  vista";"50.00";"C"
"217";"02/07/2022";"Donta de Ã¡gua";"53.00";"D"
"218";"02/07/2022";"Venda Ã  vista";"130.00";"C"
"219";"02/07/2022";"Recebimento de parcela";"370.00";"C"
"220";"02/07/2022";"Venda Ã  vista";"455.00";"C"
"221";"02/07/2022";"Recebimento de parcela";"455.00";"C"
"222";"02/07/2022";"AluguÃ l";"900.00";"D"
"223";"02/07/2022";"AluguÃ l";"950.00";"D"
"224";"03/07/2022";"Venda Ã  vista";"40.00";"C"
"225";"03/07/2022";"Recebimento de parcela";"90.00";"C"
"226";"03/07/2022";"Multas";"90.00";"D"
"227";"03/07/2022";"Internet";"106.00";"D"
"228";"03/07/2022";"Venda Ã  vista";"120.00";"C"
"229";"03/07/2022";"Recebimento de parcela";"230.00";"C"
"230";"03/07/2022";"Impostos e taxas";"250.00";"D"
"231";"03/07/2022";"Venda Ã  vista";"270.00";"C"
"232";"03/07/2022";"Recebimento de parcela";"345.00";"C"
"233";"03/07/2022";"Venda Ã  vista";"405.00";"C"
"234";"03/07/2022";"Recebimento de parcela";"450.00";"C"
"235";"03/07/2022";"Pagamento de Fornecedor";"460.00";"D"
"236";"04/07/2022";"Recebimento de parcela";"15.00";"C"
"237";"04/07/2022";"Recebimento de Juros";"17.50";"C"
"238";"04/07/2022";"Cafezinho";"18.00";"D"
"239";"04/07/2022";"Venda Ã  vista";"25.00";"C"
"240";"04/07/2022";"Venda Ã  vista";"50.00";"C"
"241";"04/07/2022";"Multas";"150.00";"D"
"242";"04/07/2022";"Venda Ã  vista";"160.00";"C"
"243";"04/07/2022";"Donta de Luz";"250.00";"D"
"244";"04/07/2022";"Recebimento de parcela";"285.00";"C"
"245";"04/07/2022";"Recebimento de parcela";"435.00";"C"
"246";"05/07/2022";"Pagamento de Fornecedor";"120.00";"D"
"247";"05/07/2022";"Venda Ã  vista";"275.00";"C"
"248";"05/07/2022";"Venda Ã  vista";"340.00";"C"
"249";"06/07/2022";"Venda Ã  vista";"135.00";"C"
"250";"06/07/2022";"Recebimento de parcela";"150.00";"C"
"251";"06/07/2022";"Impostos e taxas";"156.00";"D"
"252";"06/07/2022";"Pagamento de Fornecedor";"180.00";"D"
"253";"06/07/2022";"Impostos e taxas";"208.00";"D"
"254";"06/07/2022";"Venda Ã  vista";"275.00";"C"
"255";"06/07/2022";"Recebimento de parcela";"350.00";"C"
"256";"06/07/2022";"Venda Ã  vista";"435.00";"C"
"257";"06/07/2022";"Recebimento de parcela";"435.00";"C"
"258";"07/07/2022";"Impostos e taxas";"41.00";"D"
"259";"07/07/2022";"Recebimento de parcela";"95.00";"C"
"260";"07/07/2022";"Recebimento de parcela";"125.00";"C"
"261";"07/07/2022";"Impostos e taxas";"158.00";"D"
"262";"07/07/2022";"Venda Ã  vista";"185.00";"C"
"263";"07/07/2022";"Venda Ã  vista";"195.00";"C"
"264";"07/07/2022";"Recebimento de parcela";"195.00";"C"
"265";"07/07/2022";"Recebimento de parcela";"375.00";"C"
"266";"07/07/2022";"Pagamento de Fornecedor";"495.00";"D"
"267";"08/07/2022";"Recebimento de Juros";"15.00";"C"
"268";"08/07/2022";"Cafezinho";"19.00";"D"
"269";"08/07/2022";"Recebimento de parcela";"280.00";"C"
"270";"08/07/2022";"Recebimento de parcela";"300.00";"C"
"271";"09/07/2022";"Recebimento de Juros";"1.25";"C"
"272";"09/07/2022";"Recebimento de Juros";"13.75";"C"
"273";"09/07/2022";"Cafezinho";"15.00";"D"
"274";"09/07/2022";"Cafezinho";"16.00";"D"
"275";"09/07/2022";"Recebimento de parcela";"50.00";"C"
"276";"09/07/2022";"Venda Ã  vista";"70.00";"C"
"277";"09/07/2022";"Recebimento de parcela";"90.00";"C"
"278";"09/07/2022";"Recebimento de parcela";"100.00";"C"
"279";"09/07/2022";"Venda Ã  vista";"120.00";"C"
"280";"09/07/2022";"Venda Ã  vista";"130.00";"C"
"281";"09/07/2022";"Pagamento de Fornecedor";"340.00";"D"
"282";"09/07/2022";"Pagamento de Fornecedor";"425.00";"D"
"283";"09/07/2022";"Recebimento de parcela";"460.00";"C"
"284";"09/07/2022";"Recebimento de parcela";"470.00";"C"
"285";"10/07/2022";"Recebimento de Juros";"3.75";"C"
"286";"10/07/2022";"Recebimento de Juros";"6.25";"C"
"287";"10/07/2022";"Cafezinho";"10.00";"D"
"288";"10/07/2022";"Cafezinho";"15.00";"D"
"289";"10/07/2022";"Recebimento de parcela";"80.00";"C"
"290";"10/07/2022";"Impostos e taxas";"113.00";"D"
"291";"10/07/2022";"Impostos e taxas";"132.00";"D"
"292";"10/07/2022";"Venda Ã  vista";"140.00";"C"
"293";"10/07/2022";"Venda Ã  vista";"145.00";"C"
"294";"10/07/2022";"Venda Ã  vista";"260.00";"C"
"295";"10/07/2022";"Impostos e taxas";"280.00";"D"
"296";"10/07/2022";"Venda Ã  vista";"285.00";"C"
"297";"10/07/2022";"Recebimento de parcela";"305.00";"C"
"298";"10/07/2022";"Recebimento de parcela";"310.00";"C"
"299";"10/07/2022";"Recebimento de parcela";"355.00";"C"
"300";"10/07/2022";"Pagamento de Fornecedor";"355.00";"D"
"301";"10/07/2022";"Recebimento de parcela";"375.00";"C"
"302";"10/07/2022";"Recebimento de parcela";"405.00";"C"
"303";"10/07/2022";"Venda Ã  vista";"455.00";"C"
"304";"10/07/2022";"Venda Ã  vista";"500.00";"C"
"305";"11/07/2022";"Recebimento de Juros";"13.75";"C"
"306";"11/07/2022";"Cafezinho";"19.00";"D"
"307";"11/07/2022";"Impostos e taxas";"65.00";"D"
"308";"11/07/2022";"Recebimento de parcela";"165.00";"C"
"309";"11/07/2022";"Recebimento de parcela";"240.00";"C"
"310";"11/07/2022";"Venda Ã  vista";"285.00";"C"
"311";"11/07/2022";"Recebimento de parcela";"325.00";"C"
"312";"12/07/2022";"Recebimento de Juros";"5.00";"C"
"313";"12/07/2022";"Cafezinho";"11.00";"D"
"314";"12/07/2022";"Cafezinho";"17.00";"D"
"315";"12/07/2022";"Recebimento de Juros";"17.50";"C"
"316";"12/07/2022";"Pagamento de Fornecedor";"30.00";"D"
"317";"12/07/2022";"Venda Ã  vista";"50.00";"C"
"318";"12/07/2022";"Venda Ã  vista";"140.00";"C"
"319";"12/07/2022";"Venda Ã  vista";"215.00";"C"
"320";"12/07/2022";"Venda Ã  vista";"315.00";"C"
"321";"12/07/2022";"Venda Ã  vista";"325.00";"C"
"322";"12/07/2022";"Recebimento de parcela";"370.00";"C"
"323";"12/07/2022";"Pagamento de Fornecedor";"405.00";"D"
"324";"12/07/2022";"Recebimento de parcela";"415.00";"C"
"325";"12/07/2022";"Venda Ã  vista";"470.00";"C"
"326";"13/07/2022";"Recebimento de parcela";"25.00";"C"
"327";"13/07/2022";"Recebimento de parcela";"105.00";"C"
"328";"13/07/2022";"Impostos e taxas";"127.00";"D"
"329";"27/08/2022";"Recebimento de Juros";"2.50";"C"
"330";"27/08/2022";"Cafezinho";"21.00";"D"
"331";"27/08/2022";"Recebimento de parcela";"130.00";"C"
"332";"27/08/2022";"Impostos e taxas";"160.00";"D"
"333";"27/08/2022";"Recebimento de parcela";"200.00";"C"
"334";"27/08/2022";"Venda Ã  vista";"220.00";"C"
"335";"27/08/2022";"Venda Ã  vista";"270.00";"C"
"336";"27/08/2022";"Impostos e taxas";"270.00";"D"
"337";"27/08/2022";"Recebimento de parcela";"365.00";"C"
"338";"27/08/2022";"Recebimento de parcela";"410.00";"C"
"339";"14/07/2022";"Recebimento de Juros";"1.25";"C"
"340";"14/07/2022";"Venda Ã  vista";"10.00";"C"
"341";"14/07/2022";"Cafezinho";"25.00";"D"
"342";"14/07/2022";"Recebimento de parcela";"355.00";"C"
"343";"15/07/2022";"Venda Ã  vista";"70.00";"C"
"344";"15/07/2022";"Recebimento de parcela";"215.00";"C"
"345";"15/07/2022";"Pagamento de Fornecedor";"225.00";"D"
"346";"15/07/2022";"Impostos e taxas";"286.00";"D"
"347";"15/07/2022";"Venda Ã  vista";"315.00";"C"
"348";"15/07/2022";"Venda Ã  vista";"415.00";"C"
"349";"17/07/2022";"Recebimento de parcela";"15.00";"C"
"350";"17/07/2022";"Recebimento de parcela";"95.00";"C"
"351";"17/07/2022";"Pagamento de Fornecedor";"215.00";"D"
"352";"17/07/2022";"Pagamento de Fornecedor";"240.00";"D"
"353";"17/07/2022";"Recebimento de parcela";"285.00";"C"
"354";"17/07/2022";"Recebimento de parcela";"385.00";"C"
"355";"18/07/2022";"Venda Ã  vista";"245.00";"C"
"356";"18/07/2022";"Recebimento de parcela";"245.00";"C"
"357";"18/07/2022";"Pagamento de Fornecedor";"335.00";"D"
"358";"19/07/2022";"Recebimento de Juros";"5.00";"C"
"359";"19/07/2022";"Cafezinho";"19.00";"D"
"360";"19/07/2022";"Venda Ã  vista";"75.00";"C"
"361";"19/07/2022";"Recebimento de parcela";"175.00";"C"
"362";"19/07/2022";"Recebimento de parcela";"180.00";"C"
"363";"19/07/2022";"Venda Ã  vista";"230.00";"C"
"364";"19/07/2022";"Pagamento de Fornecedor";"470.00";"D"
"365";"21/07/2022";"Multas";"10.00";"D"
"366";"21/07/2022";"Venda Ã  vista";"50.00";"C"
"367";"21/07/2022";"Recebimento de parcela";"130.00";"C"
"368";"21/07/2022";"Recebimento de parcela";"150.00";"C"
"369";"21/07/2022";"Pagamento de Fornecedor";"275.00";"D"
"370";"21/07/2022";"Venda Ã  vista";"485.00";"C"
"371";"22/07/2022";"Recebimento de Juros";"16.25";"C"
"372";"22/07/2022";"Cafezinho";"21.00";"D"
"373";"22/07/2022";"Venda Ã  vista";"165.00";"C"
"374";"22/07/2022";"Venda Ã  vista";"240.00";"C"
"375";"22/07/2022";"Pagamento de Fornecedor";"300.00";"D"
"376";"22/07/2022";"Recebimento de parcela";"400.00";"C"
"377";"22/07/2022";"Venda Ã  vista";"465.00";"C"
"378";"23/07/2022";"Recebimento de Juros";"13.75";"C"
"379";"23/07/2022";"Cafezinho";"21.00";"D"
"380";"23/07/2022";"Recebimento de parcela";"60.00";"C"
"381";"23/07/2022";"Venda Ã  vista";"270.00";"C"
"382";"23/07/2022";"Recebimento de parcela";"310.00";"C"
"383";"23/07/2022";"Venda Ã  vista";"335.00";"C"
"384";"23/07/2022";"Pagamento de Fornecedor";"405.00";"D"
"385";"28/08/2022";"Venda Ã  vista";"50.00";"C"
"386";"28/08/2022";"Impostos e taxas";"59.00";"D"
"387";"28/08/2022";"Recebimento de parcela";"165.00";"C"
"388";"24/07/2022";"Recebimento de parcela";"120.00";"C"
"389";"24/07/2022";"Impostos e taxas";"137.00";"D"
"390";"24/07/2022";"Recebimento de parcela";"255.00";"C"
"391";"25/07/2022";"Cafezinho";"16.00";"D"
"392";"25/07/2022";"Recebimento de Juros";"17.50";"C"
"393";"25/07/2022";"Recebimento de parcela";"160.00";"C"
"394";"25/07/2022";"Venda Ã  vista";"240.00";"C"
"395";"25/07/2022";"Pagamento de Fornecedor";"395.00";"D"
"396";"25/07/2022";"Recebimento de parcela";"435.00";"C"
"397";"25/07/2022";"Venda Ã  vista";"465.00";"C"
"398";"26/07/2022";"Pagamento de Fornecedor";"55.00";"D"
"399";"26/07/2022";"Recebimento de parcela";"80.00";"C"
"400";"26/07/2022";"Impostos e taxas";"83.00";"D"
"401";"26/07/2022";"Venda Ã  vista";"155.00";"C"
"402";"26/07/2022";"Recebimento de parcela";"195.00";"C"
"403";"26/07/2022";"Recebimento de parcela";"205.00";"C"
"404";"26/07/2022";"Impostos e taxas";"273.00";"D"
"405";"26/07/2022";"Recebimento de parcela";"285.00";"C"
"406";"26/07/2022";"Venda Ã  vista";"470.00";"C"
"407";"27/07/2022";"Impostos e taxas";"52.00";"D"
"408";"27/07/2022";"Impostos e taxas";"183.00";"D"
"409";"27/07/2022";"Recebimento de parcela";"220.00";"C"
"410";"27/07/2022";"Venda Ã  vista";"260.00";"C"
"411";"27/07/2022";"Recebimento de parcela";"260.00";"C"
"412";"27/07/2022";"Pagamento de Fornecedor";"320.00";"D"
"413";"27/07/2022";"Venda Ã  vista";"345.00";"C"
"414";"27/07/2022";"Venda Ã  vista";"440.00";"C"
"415";"27/07/2022";"Venda Ã  vista";"500.00";"C"
"416";"28/07/2022";"Recebimento de Juros";"2.50";"C"
"417";"28/07/2022";"Cafezinho";"24.00";"D"
"418";"28/07/2022";"Recebimento de parcela";"120.00";"C"
"419";"28/07/2022";"Recebimento de parcela";"220.00";"C"
"420";"28/07/2022";"Pagamento de Fornecedor";"310.00";"D"
"421";"28/07/2022";"Recebimento de parcela";"390.00";"C"
"422";"28/07/2022";"Venda Ã  vista";"400.00";"C"
"423";"29/07/2022";"Recebimento de parcela";"235.00";"C"
"424";"29/07/2022";"Impostos e taxas";"261.00";"D"
"425";"29/07/2022";"Venda Ã  vista";"275.00";"C"
"426";"30/07/2022";"Impostos e taxas";"142.00";"D"
"427";"30/07/2022";"Venda Ã  vista";"150.00";"C"
"428";"30/07/2022";"Recebimento de parcela";"205.00";"C"
"429";"30/07/2022";"Pagamento de Fornecedor";"210.00";"D"
"430";"30/07/2022";"Venda Ã  vista";"235.00";"C"
"431";"30/07/2022";"Recebimento de parcela";"290.00";"C"
"432";"30/07/2022";"Venda Ã  vista";"395.00";"C"
"433";"30/07/2022";"Recebimento de parcela";"405.00";"C"
"434";"30/07/2022";"Pagamento de Fornecedor";"445.00";"D"
"435";"31/07/2022";"Venda Ã  vista";"10.00";"C"
"436";"31/07/2022";"Venda Ã  vista";"90.00";"C"
"437";"31/07/2022";"Recebimento de parcela";"115.00";"C"
"438";"31/07/2022";"Impostos e taxas";"203.00";"D"
"439";"31/07/2022";"Impostos e taxas";"251.00";"D"
"440";"31/07/2022";"Recebimento de parcela";"475.00";"C"
"441";"01/08/2022";"Recebimento de Juros";"8.75";"C"
"442";"01/08/2022";"Cafezinho";"12.00";"D"
"443";"01/08/2022";"Donta de Ã¡gua";"99.00";"D"
"444";"01/08/2022";"Venda Ã  vista";"100.00";"C"
"445";"01/08/2022";"Recebimento de parcela";"145.00";"C"
"446";"01/08/2022";"Impostos e taxas";"186.00";"D"
"447";"01/08/2022";"Venda Ã  vista";"235.00";"C"
"448";"01/08/2022";"Recebimento de parcela";"375.00";"C"
"449";"01/08/2022";"Venda Ã  vista";"390.00";"C"
"450";"01/08/2022";"Venda Ã  vista";"430.00";"C"
"451";"02/08/2022";"Recebimento de parcela";"60.00";"C"
"452";"02/08/2022";"Internet";"106.00";"D"
"453";"02/08/2022";"Recebimento de parcela";"155.00";"C"
